' Request_From_IP ' ::ffff:192.168.1.104, ' Request_User ' -, ' Request_Date_Time ' 21-02-2020 11:42:04:141, ' Request_Type ' GET, ' Request_URL ' /User/wddUpq.jpeg, ' HTTP_Version ' 1.1, ' Response_Code ' 200, ' Content_Length ' 4992, ' Response_Time ' 11.228 ms,
' Request_From_IP ' ::ffff:192.168.1.104, ' Request_User ' -, ' Request_Date_Time ' 21-02-2020 11:42:07:86, ' Request_Type ' POST, ' Request_URL ' /Employee/searchEmployeeData, ' HTTP_Version ' 1.1, ' Response_Code ' 200, ' Content_Length ' -, ' Response_Time ' 9.864 ms,
' Request_From_IP ' ::ffff:192.168.1.104, ' Request_User ' -, ' Request_Date_Time ' 21-02-2020 11:42:07:122, ' Request_Type ' GET, ' Request_URL ' /Employee/YiIcR4.jpg, ' HTTP_Version ' 1.1, ' Response_Code ' 200, ' Content_Length ' 25856, ' Response_Time ' 1.166 ms,
' Request_From_IP ' ::ffff:192.168.1.104, ' Request_User ' -, ' Request_Date_Time ' 21-02-2020 11:42:07:129, ' Request_Type ' GET, ' Request_URL ' /Employee/1RMXWW.jpg, ' HTTP_Version ' 1.1, ' Response_Code ' 200, ' Content_Length ' 533761, ' Response_Time ' 0.638 ms,
' Request_From_IP ' ::ffff:192.168.1.104, ' Request_User ' -, ' Request_Date_Time ' 21-02-2020 11:42:07:143, ' Request_Type ' GET, ' Request_URL ' /Employee/SuasPG.jpeg, ' HTTP_Version ' 1.1, ' Response_Code ' 200, ' Content_Length ' 9674, ' Response_Time ' 6.863 ms,
' Request_From_IP ' ::ffff:192.168.1.104, ' Request_User ' -, ' Request_Date_Time ' 21-02-2020 11:42:07:145, ' Request_Type ' GET, ' Request_URL ' /Employee/adI2vF.jpeg, ' HTTP_Version ' 1.1, ' Response_Code ' 200, ' Content_Length ' 12835, ' Response_Time ' 2.510 ms,
' Request_From_IP ' ::ffff:192.168.1.104, ' Request_User ' -, ' Request_Date_Time ' 21-02-2020 11:42:07:145, ' Request_Type ' GET, ' Request_URL ' /Employee/ftJewE.jpg, ' HTTP_Version ' 1.1, ' Response_Code ' 200, ' Content_Length ' 19204, ' Response_Time ' 1.256 ms,
' Request_From_IP ' ::ffff:192.168.1.104, ' Request_User ' -, ' Request_Date_Time ' 21-02-2020 11:42:07:802, ' Request_Type ' POST, ' Request_URL ' /Document/getDocumentById, ' HTTP_Version ' 1.1, ' Response_Code ' 200, ' Content_Length ' 370, ' Response_Time ' 3.553 ms,
' Request_From_IP ' ::ffff:192.168.1.104, ' Request_User ' -, ' Request_Date_Time ' 21-02-2020 11:42:07:832, ' Request_Type ' GET, ' Request_URL ' /Document/DpUbPk.jpeg, ' HTTP_Version ' 1.1, ' Response_Code ' 404, ' Content_Length ' 159, ' Response_Time ' 3.312 ms,
' Request_From_IP ' ::ffff:192.168.1.104, ' Request_User ' -, ' Request_Date_Time ' 21-02-2020 11:42:07:832, ' Request_Type ' GET, ' Request_URL ' /Document/rwAmh9.jpeg, ' HTTP_Version ' 1.1, ' Response_Code ' 200, ' Content_Length ' 4096, ' Response_Time ' 5.911 ms,
' Request_From_IP ' ::ffff:192.168.1.104, ' Request_User ' -, ' Request_Date_Time ' 21-02-2020 11:42:07:833, ' Request_Type ' GET, ' Request_URL ' /Document/4QR2Ck.jpeg, ' HTTP_Version ' 1.1, ' Response_Code ' 404, ' Content_Length ' 159, ' Response_Time ' 3.488 ms,
' Request_From_IP ' ::ffff:192.168.1.104, ' Request_User ' -, ' Request_Date_Time ' 21-02-2020 11:42:07:834, ' Request_Type ' GET, ' Request_URL ' /Document/bUEhtA.jpg, ' HTTP_Version ' 1.1, ' Response_Code ' 200, ' Content_Length ' 19204, ' Response_Time ' 6.169 ms,
' Request_From_IP ' ::ffff:192.168.1.104, ' Request_User ' -, ' Request_Date_Time ' 21-02-2020 11:42:07:834, ' Request_Type ' GET, ' Request_URL ' /Document/Z7jtBw.jpeg, ' HTTP_Version ' 1.1, ' Response_Code ' 200, ' Content_Length ' 9614, ' Response_Time ' 6.111 ms,
' Request_From_IP ' ::ffff:192.168.1.104, ' Request_User ' -, ' Request_Date_Time ' 21-02-2020 11:42:07:835, ' Request_Type ' GET, ' Request_URL ' /Document/GQvsVI.jpeg, ' HTTP_Version ' 1.1, ' Response_Code ' 200, ' Content_Length ' 7662, ' Response_Time ' 5.213 ms,
